	X		Y
  -2.3733736e+00   1.4238126e+00
  -2.6291729e+00   1.5326734e+00
  -2.5382312e+00   1.4372320e+00
  -2.5851431e+00   1.4211944e+00
  -2.4830267e+00   1.3246991e+00
  -2.5927967e+00   1.3416825e+00
  -2.7583621e+00   1.3836943e+00
  -2.6250455e+00   1.2757862e+00
  -2.7315503e+00   1.2853700e+00
  -2.7241477e+00   1.2403174e+00
  -2.7170009e+00   1.1960751e+00
  -2.7966081e+00   1.1893946e+00
  -2.7610084e+00   1.1334981e+00
  -2.7463556e+00   1.0873591e+00
  -2.7444814e+00   1.0469180e+00
  -2.8784894e+00   1.0567969e+00
  -2.7457092e+00   9.6907196e-01
  -2.9742397e+00   1.0078819e+00
  -2.8870617e+00   9.3806321e-01
  -2.9892281e+00   9.2989634e-01
  -2.9264664e+00   8.7019337e-01
  -2.8981944e+00   8.2229213e-01
  -2.8083847e+00   7.5881212e-01
  -2.8761424e+00   7.3846787e-01
  -3.0719317e+00   7.4772029e-01
  -2.9792105e+00   6.8561456e-01
  -2.8460286e+00   6.1741326e-01
  -2.8491782e+00   5.8070765e-01
  -3.0082812e+00   5.7386033e-01
  -2.9221979e+00   5.1947039e-01
  -2.6805283e+00   4.4183616e-01
  -2.8226352e+00   4.2889930e-01
  -3.1083209e+00   4.3242111e-01
  -2.9597008e+00   3.7389717e-01
  -3.1172962e+00   3.5406881e-01
  -3.0125613e+00   3.0388011e-01
  -2.8841592e+00   2.5436030e-01
  -2.9513332e+00   2.2294792e-01
  -2.9742653e+00   1.8712491e-01
  -3.0841166e+00   1.5515531e-01
  -3.0051689e+00   1.1334590e-01
  -3.0821768e+00   7.7479867e-02
  -2.9801352e+00   3.7451455e-02
  -2.9897724e+00   3.6614152e-16
  -2.9570745e+00  -3.7161650e-02
  -2.9896211e+00  -7.5153197e-02
  -2.9168635e+00  -1.1001529e-01
  -2.9512154e+00  -1.4846933e-01
  -2.8523040e+00  -1.7945176e-01
  -3.0088791e+00  -2.2729502e-01
  -3.1522294e+00  -2.7800199e-01
  -3.0269542e+00  -3.0533193e-01
  -3.0184031e+00  -3.4283633e-01
  -2.7717931e+00  -3.5015890e-01
  -2.8665065e+00  -3.9878056e-01
  -3.0744698e+00  -4.6716555e-01
  -2.9302136e+00  -4.8299222e-01
  -3.0424253e+00  -5.4084285e-01
  -3.0415575e+00  -5.8020812e-01
  -2.8505983e+00  -5.8099709e-01
  -3.0384157e+00  -6.5914943e-01
  -3.0490567e+00  -7.0168846e-01
  -3.1129615e+00  -7.5770711e-01
  -2.9872402e+00  -7.6699293e-01
  -2.9245463e+00  -7.9019844e-01
  -2.8702026e+00  -8.1435013e-01
  -2.7952570e+00  -8.3117785e-01
  -2.8754309e+00  -8.9449602e-01
  -3.0303354e+00  -9.8461566e-01
  -2.6353483e+00  -8.9304162e-01
  -2.9742812e+00  -1.0497443e+00
  -2.8938870e+00  -1.0624499e+00
  -2.8448661e+00  -1.0852110e+00
  -2.7131904e+00  -1.0742281e+00
  -2.6635269e+00  -1.0934783e+00
  -2.7680077e+00  -1.1772309e+00
  -2.7005993e+00  -1.1888548e+00
  -2.6144477e+00  -1.1903705e+00
  -2.6195262e+00  -1.2326555e+00
  -2.7843784e+00  -1.3532228e+00
  -2.8518070e+00  -1.4305697e+00
  -2.7707188e+00  -1.4337511e+00
  -2.6622777e+00  -1.4203299e+00
  -2.6738757e+00  -1.4699756e+00
  -2.5221270e+00  -1.4281133e+00
  -2.5954719e+00  -1.5130275e+00
  -2.4579086e+00  -1.4745260e+00
  -2.4658424e+00  -1.5217465e+00
  -2.5467408e+00  -1.6162108e+00
  -2.5234709e+00  -1.6462854e+00
  -2.3746379e+00  -1.5920834e+00
  -2.4847555e+00  -1.7115590e+00
  -2.5461007e+00  -1.8014058e+00
  -2.4382963e+00  -1.7715260e+00
  -2.4656018e+00  -1.8391421e+00
  -2.2861514e+00  -1.7504251e+00
  -2.2238458e+00  -1.7474815e+00
  -2.2692052e+00  -1.8297103e+00
  -2.2110352e+00  -1.8291274e+00
  -2.2038403e+00  -1.8703154e+00
  -2.3258331e+00  -2.0246683e+00
  -2.3906275e+00  -2.1344664e+00
  -2.1468407e+00  -1.9658389e+00
  -2.2288373e+00  -2.0930176e+00
  -2.0205297e+00  -1.9457581e+00
  -2.1475247e+00  -2.1207063e+00
  -2.2197116e+00  -2.2477820e+00
  -2.0319531e+00  -2.1100370e+00
  -2.0167221e+00  -2.1475909e+00
  -1.9974706e+00  -2.1813848e+00
  -1.8884157e+00  -2.1150479e+00
  -2.1284273e+00  -2.4450259e+00
  -1.9060803e+00  -2.2459829e+00
  -2.0080898e+00  -2.4273636e+00
  -1.9035244e+00  -2.3607494e+00
  -1.7885531e+00  -2.2761135e+00
  -1.8327423e+00  -2.3936622e+00
  -1.6945215e+00  -2.2717197e+00
  -1.7507095e+00  -2.4096449e+00
  -1.6982251e+00  -2.4002654e+00
  -1.7059195e+00  -2.4765683e+00
  -1.6582415e+00  -2.4733145e+00
  -1.6664590e+00  -2.5543934e+00
  -1.6002808e+00  -2.5216390e+00
  -1.6178099e+00  -2.6215038e+00
  -1.5138592e+00  -2.5234737e+00
  -1.5503014e+00  -2.6594121e+00
  -1.4986514e+00  -2.6467013e+00
  -1.4388821e+00  -2.6173169e+00
  -1.4142269e+00  -2.6508383e+00
  -1.3692215e+00  -2.6460157e+00
  -1.3074217e+00  -2.6063145e+00
  -1.3279909e+00  -2.7324614e+00
  -1.2728223e+00  -2.7048850e+00
  -1.2306612e+00  -2.7029394e+00
  -1.1863352e+00  -2.6948758e+00
  -1.1951714e+00  -2.8101910e+00
  -1.1412858e+00  -2.7799778e+00
  -1.0665307e+00  -2.6937490e+00
  -1.0416977e+00  -2.7307965e+00
  -1.0441141e+00  -2.8439443e+00
  -9.6971338e-01  -2.7475266e+00
  -9.4456561e-01  -2.7873946e+00
  -8.9375411e-01  -2.7506923e+00
  -8.6521241e-01  -2.7812963e+00
  -8.6584278e-01  -2.9118354e+00
  -8.2600924e-01  -2.9112955e+00
  -7.5325175e-01  -2.7878056e+00
  -7.0473047e-01  -2.7447440e+00
  -7.2592531e-01  -2.9823893e+00
  -6.5014959e-01  -2.8251041e+00
  -6.0298995e-01  -2.7795429e+00
  -5.7052717e-01  -2.7992288e+00
  -5.5553194e-01  -2.9122004e+00
  -5.2074043e-01  -2.9293424e+00
  -4.8933583e-01  -2.9686990e+00
  -4.6516375e-01  -3.0612957e+00
  -4.0690659e-01  -2.9249179e+00
  -3.7906424e-01  -3.0006025e+00
  -3.4922232e-01  -3.0746266e+00
  -3.0838996e-01  -3.0572704e+00
  -2.8314443e-01  -3.2105389e+00
  -2.1240155e-01  -2.8117228e+00
  -1.9608760e-01  -3.1167231e+00
  -1.4466508e-01  -2.8755960e+00
  -1.1147970e-01  -2.9556899e+00
  -7.3987918e-02  -2.9432659e+00
  -3.6712335e-02  -2.9213210e+00
  -5.5096861e-16  -2.9993334e+00
   3.6813424e-02  -2.9293650e+00
   7.5207800e-02  -2.9917932e+00
   1.1810910e-01  -3.1314568e+00
   1.4298088e-01  -2.8421182e+00
   1.9368616e-01  -3.0785533e+00
   2.3087717e-01  -3.0562987e+00
   2.6776621e-01  -3.0361672e+00
   3.0089824e-01  -2.9830002e+00
   3.2329682e-01  -2.8463731e+00
   3.8512381e-01  -3.0485689e+00
   4.0482589e-01  -2.9099614e+00
   4.7191985e-01  -3.1057584e+00
   4.8069672e-01  -2.9162873e+00
   5.1111622e-01  -2.8752029e+00
   5.8012075e-01  -3.0410995e+00
   5.3383203e-01  -2.6191881e+00
   6.4865151e-01  -2.9900245e+00
   6.9192894e-01  -3.0066485e+00
   7.2472516e-01  -2.9774585e+00
   7.7796718e-01  -3.0299821e+00
   7.6988261e-01  -2.8493569e+00
   8.5738386e-01  -3.0218763e+00
   8.4959270e-01  -2.8571862e+00
   8.9170014e-01  -2.8664433e+00
   9.0754745e-01  -2.7931438e+00
   9.0595430e-01  -2.6734534e+00
   9.5442703e-01  -2.7042151e+00
   1.0293458e+00  -2.8037185e+00
   1.0862512e+00  -2.8475928e+00
   1.1394169e+00  -2.8778385e+00
   1.0611016e+00  -2.5846628e+00
   1.2946421e+00  -3.0440753e+00
   1.1616030e+00  -2.6386942e+00
   1.2388497e+00  -2.7209240e+00
   1.2500347e+00  -2.6564590e+00
   1.2111239e+00  -2.4919971e+00
   1.3593760e+00  -2.7098842e+00
   1.4223317e+00  -2.7486510e+00
   1.3366710e+00  -2.5054668e+00
   1.3569750e+00  -2.4683284e+00
   1.4677744e+00  -2.5921708e+00
   1.4962078e+00  -2.5666192e+00
   1.6178615e+00  -2.6968366e+00
   1.4956003e+00  -2.4234750e+00
   1.6090500e+00  -2.5354572e+00
   1.5955035e+00  -2.4456309e+00
   1.6827345e+00  -2.5098466e+00
   1.7814392e+00  -2.5862041e+00
   1.7792141e+00  -2.5147351e+00
   1.6995444e+00  -2.3392222e+00
   1.7290353e+00  -2.3179898e+00
   1.9727868e+00  -2.5765680e+00
   1.9100235e+00  -2.4306968e+00
   1.9062058e+00  -2.3640749e+00
   1.8596379e+00  -2.2479161e+00
   1.9706524e+00  -2.3220699e+00
   1.9351687e+00  -2.2230206e+00
   1.9699596e+00  -2.2063780e+00
   2.1385454e+00  -2.3354489e+00
   2.0059628e+00  -2.1361334e+00
   2.0326780e+00  -2.1107898e+00
   2.1674593e+00  -2.1948689e+00
   2.0295045e+00  -2.0041599e+00
   2.1289807e+00  -2.0501957e+00
   2.1037447e+00  -1.9755478e+00
   2.2678443e+00  -2.0766406e+00
   2.3257488e+00  -2.0765395e+00
   2.2733064e+00  -1.9789432e+00
   2.3747914e+00  -2.0153951e+00
   2.2941389e+00  -1.8978768e+00
   2.3136517e+00  -1.8655485e+00
   2.4179909e+00  -1.9000393e+00
   2.3172977e+00  -1.7742727e+00
   2.3992458e+00  -1.7896458e+00
   2.4875927e+00  -1.8073419e+00
   2.3569991e+00  -1.6676135e+00
   2.5168019e+00  -1.7336334e+00
   2.5155473e+00  -1.6865566e+00
   2.5539912e+00  -1.6661966e+00
   2.5561785e+00  -1.6222002e+00
   2.7370405e+00  -1.6891111e+00
   2.6203117e+00  -1.5719534e+00
   2.6543027e+00  -1.5473228e+00
   2.6919464e+00  -1.5242707e+00
   2.6315728e+00  -1.4467194e+00
   2.7390451e+00  -1.4612854e+00
   2.6953318e+00  -1.3947409e+00
   2.8096411e+00  -1.4094177e+00
   2.8060684e+00  -1.3637642e+00
   2.9325312e+00  -1.3799444e+00
   2.5804893e+00  -1.1749091e+00
   2.9361571e+00  -1.2925518e+00
   2.9052090e+00  -1.2355824e+00
   2.6980683e+00  -1.1076588e+00
   2.8756598e+00  -1.1385543e+00
   2.6474573e+00  -1.0099069e+00
   2.8814322e+00  -1.0578773e+00
   2.9413017e+00  -1.0381045e+00
   2.8015631e+00  -9.4936688e-01
   2.9190689e+00  -9.4846299e-01
   3.0044834e+00  -9.3464199e-01
   2.9451213e+00  -8.7574046e-01
   2.8261415e+00  -8.0184886e-01
   2.9595300e+00  -7.9965087e-01
   3.0026947e+00  -7.7096096e-01
   2.9682687e+00  -7.2248831e-01
   3.0167291e+00  -6.9424883e-01
   2.9069612e+00  -6.3063190e-01
   3.0227803e+00  -6.1609050e-01
   3.0250614e+00  -5.7706132e-01
   3.0972116e+00  -5.5058205e-01
   2.8417466e+00  -4.6841005e-01
   2.9303482e+00  -4.4526629e-01
   3.0838905e+00  -4.2902243e-01
   3.1888162e+00  -4.0284116e-01
   2.9081121e+00  -3.3030926e-01
   2.9375203e+00  -2.9631065e-01
   2.8707948e+00  -2.5318166e-01
   3.0984096e+00  -2.3405828e-01
   3.0997626e+00  -1.9502053e-01
   3.1052238e+00  -1.5621716e-01
   3.0620881e+00  -1.1549272e-01
   2.9870243e+00  -7.5087920e-02
   2.9539156e+00  -3.7121952e-02
   2.8980149e+00  -1.8209004e-02
   2.8317692e+00  -6.9358342e-16
